date,Close,Return,LogReturn,Gap,Body,UpperShadow,LowerShadow,BETA10,BETA20,BETA30,BETA5,CNTD10,CNTD20,CNTD30,CNTD5,CNTN10,CNTN20,CNTN30,CNTN5,CNTP10,CNTP20,CNTP30,CNTP5,CORD10,CORD20,CORD30,CORD5,CORR10,CORR20,CORR30,CORR5,IMAX10,IMAX20,IMAX30,IMAX5,IMIN10,IMIN20,IMIN30,IMIN5,IMXD10,IMXD20,IMXD30,IMXD5,MA10,MA20,MA30,MA5,MAX10,MAX20,MAX30,MAX5,MIN10,MIN20,MIN30,MIN5,QTLD10,QTLD20,QTLD30,QTLD5,QTLU10,QTLU20,QTLU30,QTLU5,RANK10,RANK20,RANK30,RANK5,RESI10,RESI20,RESI30,RESI5,ROC10,ROC20,ROC30,ROC5,RSQR10,RSQR20,RSQR30,RSQR5,RSV10,RSV20,RSV30,RSV5,STD10,STD20,STD30,STD5,SUMD10,SUMD20,SUMD30,SUMD5,SUMN10,SUMN20,SUMN30,SUMN5,SUMP10,SUMP20,SUMP30,SUMP5,VMA10,VMA20,VMA30,VMA5,VSTD10,VSTD20,VSTD30,VSTD5,VSUMD10,VSUMD20,VSUMD30,VSUMD5,VSUMN10,VSUMN20,VSUMN30,VSUMN5,VSUMP10,VSUMP20,VSUMP30,VSUMP5,WVMA10,WVMA20,WVMA30,WVMA5
2026-07-08T04:00:00Z,562.28,0.0211575831,0.0209368692,-0.0100884441,0.0315644636,0.0039811035,0,-0.0118799865,-0.0005363368,,-0.015919115,0,0.1,,-0.2,0.5,0.45,,0.6,0.5,0.55,,0.4,-0.3280833286,-0.3260668185,,-0.8351404785,-0.4288817886,-0.6150394923,,-0.4857830024,0.4,0.4,,0,0.8,0,,0.6,-0.4,0.4,,-0.6,1.0545991321,1.0608833677,,1.0171622679,1.1469374689,1.1664117522,,1.1073308672,0.9538575087,0.9284520168,,0.9538575087,1.0064380736,1.0064380736,,1,1.0916803016,1.1114035712,,1.0340755495,0.2,0.2,,0.4,-0.001139193,-0.0557881686,,0.0146759622,-0.0676063345,-0.0140281967,,-0.1212452724,0.4981990229,0.0033333112,,0.5609830079,0.2389812555,0.3006726457,,0.3006547309,0.0483438779,0.0535667691,,0.0300579298,-0.1687290485,-0.0157282164,,-0.5879054259,0.5843645243,0.5078641082,,0.7939527129,0.4156354757,0.4921358918,,0.2060472871,1.3270442727,1.3550014464,,1.5052816404,0.4355228152,0.6183488315,,0.5135286125,-0.0358522359,-0.1151557157,,-0.0058276905,0.517926118,0.5575778578,,0.5029138453,0.482073882,0.4424221422,,0.4970861547,0.6154723789,0.6236555394,,0.5725829746
2026-07-09T04:00:00Z,581.72,0.0345735221,0.0339892858,0.0483922601,-0.0131808852,0.0091434969,0.0043427369,-0.0115073585,-0.0018279988,,0.002145362,0.2,0.2,,0.2,0.4,0.4,,0.4,0.6,0.6,,0.6,-0.3026483214,-0.298248003,,-0.7942154528,-0.4151738589,-0.5872342529,,-0.393902712,0.3,0.35,,0,0.7,0.85,,0.4,-0.4,-0.5,,-0.4,1.0158736162,1.0271556763,,0.9770920718,1.1086089528,1.1274324417,,1.0450560407,0.9219813656,0.9219813656,,0.9219813656,0.9728047858,0.9995186688,,0.9665818607,1.0551983772,1.0742625318,,0.9995186688,0.5,0.3,,1,0.0359094972,-0.0097896877,,0.0186172042,-0.0336556032,0.035733998,,-0.0294961628,0.4999958871,0.0439057336,,0.0220315944,0.4180444895,0.3797431285,,0.6339129828,0.0467433036,0.0503049951,,0.0204405522,-0.0779230769,0.0386370199,,-0.1593654228,0.5389615385,0.48068149,,0.5796827114,0.4610384615,0.51931851,,0.4203172886,1.1556947112,1.0524507335,,1.290313456,0.3401318853,0.3405683332,,0.4217227748,0.0720495335,-0.2191269348,,0.0254942162,0.4639752332,0.6095634674,,0.4872528919,0.5360247668,0.3904365326,,0.5127471081,0.50125474,0.6323293983,,0.648129438
2026-07-10T04:00:00Z,581.13,-0.0010142337,-0.0010147483,-0.0152822664,0.0144894646,0.0081001344,0.0106663408,-0.0085445858,-0.0037544173,,0.005243233,0,0.2,,0.2,0.5,0.4,,0.4,0.5,0.6,,0.6,-0.4655466013,-0.3477650481,,-0.5265908987,-0.3267865085,-0.4013882242,,-0.5782595325,0.2,0.3,,0,0.6,0.8,,0.2,-0.4,-0.5,,-0.2,1.0093696763,1.0316073856,,0.9833255898,1.1097344828,1.1285770826,,1.028805947,0.9229174195,0.9229174195,,0.9229174195,0.9737924389,1.0005334435,,0.9675631958,1.0314387486,1.0753531912,,1.0005334435,0.4,0.2,,0.6,0.0290809598,0.0040595785,,0.0061879442,-0.0700729693,0.0731657772,,0.0269128821,0.3310329939,0.2232391509,,0.1137023564,0.4126099572,0.3748065096,,0.7279596977,0.0426562182,0.0458197994,,0.0219902124,-0.184262571,0.0792558512,,0.1951813405,0.5921312855,0.4603720744,,0.4024093297,0.4078687145,0.5396279256,,0.5975906703,2.0146798428,1.8470865456,,1.8416180785,0.712548668,0.6214148663,,0.5939439531,-0.1395414395,-0.1319844524,,-0.5458459756,0.5697707198,0.5659922262,,0.7729229878,0.4302292802,0.4340077738,,0.2270770122,0.6375655177,0.707061941,,0.820159301
2026-07-13T04:00:00Z,553,-0.0484056924,-0.0496164825,-0.0301997832,-0.018772845,0.0051279321,0.0046843394,-0.0119310647,-0.0055291302,,0.0042658228,0,0.1,,-0.2,0.5,0.45,,0.6,0.5,0.55,,0.4,-0.6063855916,-0.390939081,,-0.6213507085,-0.2315590553,-0.3359428296,,-0.5927636885,0.1,0.25,,0.4,0.5,0.75,,0,-0.4,-0.5,,0.4,1.0541030741,1.0810904159,,1.0230596745,1.1661844485,1.1859855335,,1.0757323689,0.9698643761,0.9698643761,,0.9698643761,1.0167811935,1.0508679928,,1,1.0839059675,1.1300542495,,1.0508679928,0.2,0.1,,0.4,-0.0004132829,-0.0285636786,,-0.0315913201,-0.0620123482,-0.0564750043,,-0.0489130435,0.5037326058,0.3859615288,,0.0621911248,0.15350251,0.1394385642,,0.2846528312,0.0482843227,0.0513192896,,0.0241909878,-0.1586667824,-0.0684676485,,-0.3138380049,0.5793333912,0.5342338243,,0.6569190024,0.4206666088,0.4657661757,,0.3430809976,1.2676862777,1.1437704907,,1.1190955042,0.4595670991,0.3829964791,,0.3798047207,-0.0256770102,-0.0679545519,,-0.1086927355,0.5128385051,0.5339772759,,0.5543463678,0.4871614949,0.4660227241,,0.4456536322,0.6551416228,0.6696549667,,0.76912777
2026-07-14T04:00:00Z,567.92,0.0269801085,0.0266225622,0.0500361664,-0.021957394,0,0.0127094563,-0.0094296252,-0.0062047683,,-0.0030708551,0,0.1,,0.2,0.5,0.45,,0.4,0.5,0.55,,0.6,-0.7130899856,-0.3956706459,,-0.5233385695,-0.2387242927,-0.2603342297,,-0.2462023607,0,0.2,,0.2,0.4,0.7,,0,-0.4,-0.5,,0.2,1.0183265249,1.0502702845,,1.0022714467,1.1355472602,1.1548281448,,1.0474714749,0.9443847725,0.9443847725,,0.959774264,0.9900690238,1,,0.9900690238,1.0242991971,1.1003662488,,1.0232603184,0.5,0.25,,0.6,0.0241067884,0.0086750146,,0.0038702634,-0.074792695,-0.0461378256,,0.0314003959,0.382338715,0.486889719,,0.0497764138,0.2909316999,0.2642764507,,0.4586888867,0.0438023354,0.0512750501,,0.0194653633,-0.2076717782,-0.0561678287,,0.2313662518,0.6038358891,0.5280839144,,0.3843168741,0.3961641109,0.4719160856,,0.6156831259,1.5902003454,1.4946224362,,1.2032879899,0.6354796392,0.5154948116,,0.2519396935,-0.1148227673,-0.0250239312,,-0.4874534681,0.5574113836,0.5125119656,,0.743726734,0.4425886164,0.4874880344,,0.256273266,0.7297007577,0.6615080352,,0.6412260685
2026-07-15T04:00:00Z,554.9,-0.0229257642,-0.0231926464,0.0136991126,-0.0361299288,0,0.0283307278,-0.0045612368,-0.0065301883,,-0.0120472157,-0.2,0,,-0.2,0.6,0.5,,0.6,0.4,0.5,,0.4,-0.7083135978,-0.3791585955,,-0.5286628442,-0.2149276131,-0.1684435073,,-0.2443694464,0,0.15,,0,0.3,0.65,,0.8,-0.3,-0.5,,-0.8,1.026909353,1.0683483511,,1.0231284916,1.1220580285,1.1819246711,,1.0720490178,0.9665435214,0.9665435214,,0.9706073166,1,1.0198233916,,1,1.0478284376,1.1061993152,,1.0472697783,0.3,0.15,,0.4,-0.0063837874,-0.0063115619,,0.0009659398,-0.1327790454,-0.1160634637,,-0.0131251334,0.2370901771,0.5005851757,,0.5904260511,0.2151341329,0.1553361503,,0.2897495115,0.0269062277,0.0532209398,,0.0221727178,-0.408343747,-0.1551136847,,-0.096977661,0.7041718735,0.5775568424,,0.5484888305,0.2958281265,0.4224431576,,0.4515111695,1.2595875204,1.2004068676,,0.949538591,0.508963857,0.40284734,,0.1977001252,-0.0118739705,0.0224656354,,-0.026814765,0.5059369852,0.4887671823,,0.5134073825,0.4940630148,0.5112328177,,0.4865926175,0.7817030022,0.6851802631,,0.6354155566
2026-07-16T04:00:00Z,530.265,-0.0443953866,-0.0454110357,-0.0277527482,-0.0171177016,0.0109545876,0.0088507878,-0.0051257962,-0.0085576236,,-0.0188264358,-0.2,0,,-0.6,0.6,0.5,,0.8,0.4,0.5,,0.2,-0.7682072398,-0.3250593687,,-0.7998125666,-0.1772205584,-0.1638042698,,-0.9559046428,0,0.1,,0,0.9,0.95,,0.8,-0.9,-0.85,,-0.8,1.0615795876,1.1122047467,,1.0512536185,1.1464645036,1.236834413,,1.1046740781,0.9909950685,0.9909950685,,0.9909950685,1.042874789,1.0603754726,,1.042874789,1.0959237362,1.1575910158,,1.071011664,0.1,0.05,,0.2,-0.0385135048,-0.0309073226,,-0.0136007468,-0.1153403403,-0.1035704022,,-0.0884532077,0.2495386669,0.6469038758,,0.6941619063,0.0579209122,0.0366293342,,0.0792136695,0.0294726632,0.061352057,,0.0319560225,-0.3596379431,-0.1337298772,,-0.6329417553,0.6798189716,0.5668649386,,0.8164708777,0.3201810284,0.4331350614,,0.1835291223,1.0807642001,1.0155542956,,0.8012959663,0.4345497956,0.3416182927,,0.1543217623,0.0071477877,-0.0297972717,,-0.0402572829,0.4964261062,0.5148986359,,0.5201286414,0.5035738938,0.4851013641,,0.4798713586,0.8007469926,0.6908607346,,0.6585999472
2026-07-17T04:00:00Z,520.87,-0.0177175563,-0.0178763911,-0.0397254203,0.0229183032,0.023939513,0.0206893166,-0.0092399604,-0.0103051199,-0.0023558493,-0.0195663025,-0.2,-0.1,,-0.6,0.6,0.55,,0.8,0.4,0.45,,0.2,-0.6384679014,-0.3099326888,,-0.5550193217,-0.5914235835,-0.3228931583,-0.4779466202,-0.8872996298,0,0.05,0.3666666667,0.2,0.9,0.95,0.9666666667,0.8,-0.9,-0.9,-0.6,-0.6,1.0720822854,1.1247139401,1.1219878921,1.0470770058,1.1478295928,1.2591433563,1.2591433563,1.1148079175,0.9573694012,0.9573694012,0.9573694012,0.9573694012,1.0571351777,1.0653330006,1.0653330006,1.0180371302,1.1156910553,1.1784706357,1.1577744927,1.0653330006,0.1,0.05,0.0333333333,0.2,-0.0305024635,-0.0268153008,-0.0878280775,-0.0079444007,-0.0795723626,-0.1312172666,,-0.1036945262,0.4778774259,0.7510926146,0.1033718934,0.6989921179,0.2238294441,0.1412666603,0.1412666603,0.2707761722,0.0383918312,0.0685649446,0.063421351,0.0330969232,-0.2678284661,-0.1712041087,,-0.6688124306,0.633914233,0.5856020544,,0.8344062153,0.366085767,0.4143979456,,0.1655937847,0.5256627412,0.5304006542,0.6087891804,0.5361727927,0.2051260877,0.1952156776,0.3011255766,0.2373373714,-0.0139077995,0.1712712043,,0.7718393833,0.5069538998,0.4143643978,,0.1140803083,0.4930461002,0.5856356022,,0.8859196917,0.6448343455,0.6475040702,,0.3495222255
2026-07-20T04:00:00Z,524.34,0.006661931,0.0066398384,0.0239887112,-0.0169208703,0.011502442,0.0026998397,-0.0097961535,-0.0103180267,-0.0028415679,-0.0231128657,-0.2,-0.1,0,-0.2,0.6,0.55,0.5,0.6,0.4,0.45,0.5,0.4,-0.5635491867,-0.3453344073,-0.4754970212,-0.5585135412,-0.3859530655,-0.1149929401,-0.3589079988,-0.4725914023,0.2,0,0.3333333333,0,0.8,0.9,0.9333333333,0.6,-0.6,-0.9,-0.6,-0.6,1.0540975321,1.1063589465,1.1095946015,1.029215776,1.1345310295,1.2508105428,1.2508105428,1.1074302933,0.9510336804,0.9510336804,0.9510336804,0.9510336804,1.0112999199,1.0546591906,1.0546591906,1,1.08311401,1.1501125224,1.1501125224,1.0582827936,0.2,0.1,0.0666666667,0.4,-0.0100148412,-0.0083376926,-0.0683918667,0.0170099554,-0.0982044579,-0.1791411619,-0.1297116965,-0.0518264014,0.5057498267,0.7534824675,0.1393050521,0.8604407774,0.2668502832,0.1633425581,0.1633425581,0.3130906652,0.0395653204,0.0685418619,0.0658967247,0.0352377607,-0.3658849161,-0.2700412979,-0.1091312787,-0.4379584352,0.682942458,0.635020649,0.5545656394,0.7189792176,0.317057542,0.364979351,0.4454343606,0.2810207824,1.7081102659,1.7999292009,2.0547774347,1.7331184253,0.7394894317,0.6817418203,1.0473370104,0.8752975123,-0.1033394737,-0.0182340849,-0.0296852765,-0.0995026405,0.5516697368,0.5091170424,0.5148426383,0.5497513202,0.4483302632,0.4908829576,0.4851573617,0.4502486798,0.7590417658,0.7136185499,1.0322562721,0.5813512491
2026-07-21T04:00:00Z,552.47,0.0536483961,0.0522588044,0.0484609223,0.0049477035,0.0048021828,0.017262392,-0.0095710668,-0.0083620844,-0.0035681702,-0.0019521422,0,-0.1,0.0666666667,-0.2,0.5,0.55,0.4666666667,0.6,0.5,0.45,0.5333333333,0.4,-0.2949708819,-0.2854673221,-0.3190019111,-0.0958200177,-0.4180344449,-0.0676696363,-0.2765256554,-0.3562499421,0.1,0.25,0.3,0,0.7,0.85,0.9,0.4,-0.6,-0.6,-0.6,-0.4,1.0007593172,1.0407320759,1.0538831671,0.9712183467,1.0767643492,1.167303202,1.1871232827,1.042047532,0.9026100965,0.9026100965,0.9026100965,0.9026100965,0.9598077724,1,1.0009593281,0.9490832081,1.0279653194,1.0896157257,1.0915524825,1,0.4,0.25,0.2,0.8,0.0423104833,0.0387077256,-0.0021446988,0.0326859377,0.0033416269,-0.1567532091,0.0241356938,-0.0272045359,0.5365376335,0.6945400456,0.2504217132,0.0113521904,0.5592163384,0.3679351728,0.3423036549,0.6984487571,0.0375307486,0.0578577745,0.0617161459,0.0259111456,0.0119963489,-0.2358317259,0.0191133294,-0.1964399237,0.4940018255,0.617915863,0.4904433353,0.5982199619,0.5059981745,0.382084137,0.5095566647,0.4017800381,1.109688835,1.2607376246,1.3610358773,1.2565708404,0.4660550947,0.479914903,0.6382044441,0.5921385421,-0.1529798395,-0.0049711694,-0.1382327595,0.0555467386,0.5764899198,0.5024855847,0.5691163798,0.4722266307,0.4235100802,0.4975144153,0.4308836202,0.5277733693,0.5931159076,0.6878240517,0.697947611,0.533032496
